benchmark,tsan-races,tsan-usertime,tsan-systime,tsan-time,tsan-maxmem,helgrind-races,helgrind-usertime,helgrind-systime,helgrind-time,helgrind-maxmem,vamos-races,vamos-usertime,vamos-systime,vamos-time,vamos-maxmem,vamos-maxmem-mon,vamos-eventsnum,vamos-dropped,vamos-holes
mix019_tso.oepc.i , 0,0.0,0.0,0.52,18932,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1772,3532,59,0,0
mix020.oepc.i , 0,0.0,0.0,0.52,18952,0,0.44,0.02,0.47,50516,0,0.0,0.0,0.16,1808,3704,82,0,0
mix020.opt.i , 0,0.0,0.0,0.52,18892,0,0.45,0.01,0.46,50532,0,0.0,0.0,0.16,1748,3448,53,0,0
mix021.opt.i , 0,0.0,0.01,0.52,18936,0,0.45,0.02,0.47,50528,0,0.0,0.0,0.16,1784,3560,52,0,0
mix021_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.0,0.52,18976,0,0.44,0.01,0.46,49548,0,0.0,0.0,0.16,1764,3456,81,0,0
mix021_tso.oepc.i , 0,0.0,0.01,0.52,18988,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1776,3716,73,0,0
mix022_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18716,0,0.45,0.01,0.47,50268,0,0.0,0.0,0.16,1832,3420,36,0,0
mix022_tso.i , 0,0.0,0.01,0.52,18956,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1764,3516,26,0,0
mix023_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.0,0.52,18928,0,0.44,0.02,0.47,49800,0,0.0,0.0,0.16,1796,3516,85,0,0
mix023_power.opt_pso.opt_rmo.opt.i , 0,0.0,0.0,0.52,18896,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1792,3524,78,0,0
mix023_tso.i , 0,0.0,0.0,0.52,18920,0,0.45,0.01,0.47,50260,0,0.0,0.0,0.16,1808,3476,103,0,0
mix024_power.oepc_pso.oepc_rmo.oepc_tso.oepc_tso.opt.i , 0,0.0,0.01,0.52,18884,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1756,3504,66,0,0
mix024_power.opt_pso.opt_rmo.opt.i , 0,0.0,0.0,0.52,18880,0,0.46,0.0,0.47,50228,0,0.0,0.0,0.16,1672,3452,67,0,0
mix025_power.oepc_power.opt_pso.oepc_rmo.oepc_tso.oepc_tso.opt.i , 0,0.0,0.01,0.52,18928,0,0.43,0.03,0.47,50248,0,0.0,0.0,0.16,1776,3444,59,0,0
mix025_pso.opt_rmo.opt.i , 0,0.01,0.0,0.52,19032,0,0.44,0.02,0.46,50516,0,0.0,0.0,0.16,1792,3380,60,0,0
mix026.oepc.i , 0,0.0,0.0,0.52,19128,0,0.44,0.02,0.47,50512,0,0.0,0.0,0.16,1932,3464,82,0,0
mix026_power.opt_tso.opt.i , 0,0.0,0.01,0.52,18976,0,0.45,0.02,0.47,50532,0,0.0,0.0,0.16,1836,3468,83,0,0
mix026_pso.opt_rmo.opt.i , 0,0.0,0.0,0.52,19296,0,0.43,0.03,0.47,50532,0,0.0,0.0,0.16,1804,3524,75,0,0
mix027_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.01,0.52,19088,0,0.45,0.01,0.46,49552,0,0.0,0.0,0.16,1780,3392,81,0,0
mix027_power.opt_pso.opt_rmo.opt.i , 0,0.0,0.0,0.52,19032,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1804,3436,74,0,0
mix027_tso.i , 0,0.0,0.0,0.52,19048,0,0.45,0.01,0.47,49808,0,0.0,0.0,0.16,1772,3452,81,0,0
mix028_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.0,0.52,18944,0,0.44,0.02,0.47,50536,0,0.0,0.0,0.16,1776,3440,58,0,0
mix028_power.opt_pso.opt_rmo.opt.i , 0,0.0,0.01,0.52,18864,0,0.43,0.03,0.47,50536,0,0.0,0.0,0.16,1804,3496,58,0,0
mix028_tso.i , 0,0.0,0.0,0.52,18900,0,0.46,0.0,0.47,50528,0,0.0,0.0,0.16,1800,3376,38,0,0
mix029_power.oepc_pso.oepc_rmo.oepc_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18836,0,0.44,0.01,0.46,49556,0,0.0,0.0,0.16,1804,3512,81,0,0
mix029_power.opt_pso.opt_rmo.opt.i , 0,0.0,0.0,0.52,18980,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1784,3528,73,0,0
mix030_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.0,0.52,19112,0,0.45,0.01,0.46,49800,0,0.0,0.0,0.16,1772,3456,80,0,0
mix030_power.opt_pso.opt_rmo.opt.i , 0,0.0,0.0,0.52,18844,0,0.44,0.02,0.47,50528,0,0.0,0.0,0.16,1780,3516,72,0,0
mix030_tso.i , 0,0.0,0.01,0.52,18932,0,0.45,0.01,0.47,50520,0,0.0,0.0,0.16,1764,3560,50,0,0
mix031.oepc.i , 0,0.0,0.0,0.52,18848,0,0.43,0.03,0.46,50268,0,0.0,0.0,0.16,1796,3496,44,0,0
mix031.opt.i , 0,0.0,0.0,0.51,18944,0,0.44,0.02,0.46,50264,0,0.0,0.0,0.16,1760,3424,35,0,0
mix032.oepc.i , 0,0.0,0.0,0.52,18960,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1764,3544,67,0,0
mix032.opt.i , 0,0.0,0.0,0.52,18876,0,0.45,0.01,0.47,49820,0,0.0,0.0,0.16,1668,3512,48,0,0
mix033.opt.i , 0,0.0,0.0,0.52,18956,0,0.44,0.02,0.47,50268,0,0.0,0.0,0.16,1768,3516,47,0,0
mix033_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.01,0.13,19784,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1920,3512,66,0,0
mix033_tso.oepc.i , 0,0.0,0.01,0.52,18964,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1760,3552,66,0,0
mix034_power.oepc_power.opt_pso.oepc_rmo.oepc_rmo.opt_tso.oepc.i , 0,0.01,0.0,0.51,18848,0,0.45,0.02,0.47,50244,0,0.0,0.0,0.16,1832,3480,37,0,0
mix034_pso.opt_tso.opt.i , 0,0.01,0.0,0.51,19064,0,0.44,0.02,0.47,50512,0,0.0,0.0,0.16,1760,3428,28,0,0
mix035.oepc.i , 0,0.0,0.0,0.52,19004,0,0.46,0.01,0.47,50528,0,0.0,0.0,0.16,1752,3448,60,0,0
mix035_power.opt_rmo.opt.i , 0,0.0,0.0,0.52,19140,0,0.44,0.02,0.46,50516,0,0.0,0.0,0.16,1760,3440,61,0,0
mix035_pso.opt_tso.opt.i , 0,0.0,0.0,0.52,18884,0,0.44,0.03,0.47,50244,0,0.0,0.0,0.16,1756,3380,41,0,0
mix036.oepc.i , 0,0.0,0.01,0.52,18924,0,0.44,0.02,0.47,50512,0,0.0,0.0,0.16,1804,3460,63,0,0
mix036_power.opt_rmo.opt.i , 0,0.0,0.0,0.52,19116,0,0.44,0.03,0.47,50536,0,0.0,0.0,0.16,1676,3472,76,0,0
mix036_pso.opt_tso.opt.i , 0,0.0,0.01,0.51,19100,0,0.44,0.02,0.46,50516,0,0.0,0.0,0.16,1680,3568,54,0,0
mix037.opt.i , 0,0.0,0.0,0.52,18900,0,0.44,0.02,0.47,50516,0,0.0,0.0,0.16,1804,3528,53,0,0
mix037_power.oepc_pso.oepc_rmo.oepc.i , 0,0.01,0.0,0.52,19124,0,0.45,0.02,0.47,49804,0,0.0,0.0,0.16,1768,3464,82,0,0
mix037_tso.oepc.i , 0,0.0,0.0,0.52,18912,0,0.43,0.03,0.47,49804,0,0.0,0.0,0.16,1688,3460,82,0,0
mix038.opt.i , 0,0.0,0.0,0.52,18960,0,0.44,0.02,0.47,50256,0,0.0,0.0,0.16,1788,3500,40,0,0
mix038_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.0,0.52,19056,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1792,3504,59,0,0
mix038_tso.oepc.i , 0,0.0,0.01,0.52,18876,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1752,3496,59,0,0
mix039.oepc.i , 0,0.0,0.0,0.52,18924,0,0.45,0.01,0.47,50516,0,0.0,0.0,0.16,1788,3552,82,0,0
mix039.opt.i , 0,0.0,0.0,0.52,19108,0,0.45,0.02,0.47,50516,0,0.0,0.0,0.16,1756,3456,53,0,0
mix040.opt.i , 0,0.0,0.01,0.52,18908,0,0.45,0.01,0.47,50512,0,0.0,0.0,0.16,1740,3464,52,0,0
mix040_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.01,0.52,19008,0,0.45,0.01,0.47,50516,0,0.0,0.0,0.16,1784,3516,81,0,0
mix040_tso.oepc.i , 0,0.0,0.0,0.51,19104,0,0.46,0.01,0.47,50532,0,0.0,0.0,0.16,1772,3456,73,0,0
mix041_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.01,0.52,18924,0,0.44,0.02,0.47,50260,0,0.0,0.0,0.16,1760,3488,36,0,0
mix041_power.opt_pso.opt_rmo.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.51,18960,0,0.44,0.02,0.47,50260,0,0.0,0.0,0.16,1788,3664,26,0,0
mix042.oepc.i , 0,0.0,0.0,0.52,19016,0,0.46,0.01,0.48,50532,0,0.0,0.0,0.16,1764,3452,59,0,0
mix042.opt.i , 0,0.01,0.0,0.52,18960,0,0.45,0.01,0.47,50516,0,0.0,0.0,0.16,1764,3440,39,0,0
mix043.oepc.i , 0,0.0,0.0,0.13,19764,0,0.44,0.02,0.47,50516,0,0.0,0.0,0.16,1788,3464,82,0,0
mix043.opt.i , 0,0.01,0.0,0.52,18916,0,0.44,0.02,0.46,50528,0,0.0,0.0,0.16,1772,3388,52,0,0
mix044.opt.i , 0,0.0,0.0,0.52,18920,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1768,3564,51,0,0
mix044_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.0,0.52,18900,0,0.44,0.02,0.47,50516,0,0.0,0.0,0.16,1740,3704,81,0,0
mix044_tso.oepc.i , 0,0.0,0.0,0.52,19056,0,0.45,0.02,0.47,50516,0,0.0,0.0,0.16,1788,3464,81,0,0
mix045_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.01,0.51,19016,0,0.44,0.02,0.47,50528,0,0.0,0.0,0.16,1760,3544,58,0,0
mix045_power.opt_pso.opt_rmo.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,19008,0,0.46,0.0,0.46,50532,0,0.0,0.0,0.16,1732,3432,38,0,0
mix046.oepc.i , 0,0.01,0.0,0.13,19808,0,0.45,0.02,0.47,50516,0,0.0,0.0,0.16,1772,3540,81,0,0
mix046.opt.i , 0,0.01,0.0,0.52,18868,0,0.44,0.02,0.47,50536,0,0.0,0.0,0.16,1780,3488,51,0,0
mix047_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.0,0.52,19088,0,0.44,0.02,0.47,50516,0,0.0,0.0,0.16,1920,3460,80,0,0
mix047_power.opt_pso.opt_rmo.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,19020,0,0.44,0.01,0.46,50532,0,0.0,0.0,0.16,1740,3456,50,0,0
mix048_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt_tso.oepc_tso.opt-podwr000_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt_tso.oepc_tso.opt.i , 0,0.0,0.01,0.51,18884,0,0.45,0.01,0.47,50504,0,0.0,0.0,0.16,1728,3516,37,0,0
mix049_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt_tso.oepc_tso.opt-podwr001_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18868,0,0.44,0.03,0.47,50272,0,0.0,0.0,0.16,1748,3488,40,0,0
mix050.i , 0,0.0,0.0,0.52,19096,0,0.45,0.01,0.47,49556,0,0.0,0.0,0.16,1768,3524,83,0,0
mix051_power.oepc_power.opt_pso.oepc_rmo.oepc.i , 0,0.0,0.01,0.52,18852,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1776,3456,82,0,0
mix051_pso.opt_rmo.opt_tso.opt.i , 0,0.0,0.01,0.52,19080,0,0.44,0.02,0.47,50520,0,0.0,0.0,0.16,1928,3556,53,0,0
mix051_tso.oepc.i , 0,0.0,0.0,0.52,18936,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1792,3524,82,0,0
mix052_power.oepc_power.opt_pso.oepc_rmo.oepc.i , 0,0.0,0.0,0.53,19068,0,0.44,0.02,0.46,50532,0,0.0,0.0,0.17,1772,3616,59,0,0
mix052_pso.opt_rmo.opt_tso.opt.i , 0,0.0,0.01,0.52,19088,0,0.46,0.01,0.47,50260,0,0.0,0.0,0.16,1772,3520,40,0,0
mix052_tso.oepc.i , 0,0.0,0.0,0.52,19092,0,0.45,0.02,0.47,50532,0,0.0,0.0,0.16,1764,3440,59,0,0
mix053.opt.i , 0,0.0,0.0,0.52,19056,0,0.45,0.01,0.46,50516,0,0.0,0.0,0.16,1788,3520,31,0,0
mix053_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.0,0.52,19096,0,0.45,0.02,0.47,49804,0,0.0,0.0,0.16,1924,3448,81,0,0
mix053_tso.oepc.i , 0,0.0,0.0,0.52,19100,0,0.46,0.0,0.47,50532,0,0.0,0.0,0.16,1800,3560,73,0,0
mix054_power.oepc_power.opt_pso.oepc_rmo.oepc.i , 0,0.01,0.0,0.51,18796,0,0.45,0.01,0.47,50268,0,0.0,0.0,0.16,1792,3520,36,0,0
mix054_pso.opt_rmo.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18876,0,0.43,0.03,0.47,50268,0,0.0,0.0,0.16,1796,3420,26,0,0
mix055.opt.i , 0,0.0,0.0,0.52,19060,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.17,1920,3636,51,0,0
mix055_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.0,0.52,18916,0,0.44,0.02,0.47,49804,0,0.0,0.0,0.16,1780,3456,81,0,0
mix055_tso.oepc.i , 0,0.0,0.0,0.52,18932,0,0.44,0.02,0.47,50260,0,0.0,0.0,0.16,1796,3508,81,0,0
mix056_power.oepc_pso.oepc_rmo.oepc.i , 0,0.01,0.0,0.52,18924,0,0.44,0.02,0.46,50532,0,0.0,0.0,0.16,1772,3436,58,0,0
mix056_power.opt_pso.opt_rmo.opt_tso.oepc_tso.opt.i , 0,0.0,0.01,0.52,18888,0,0.44,0.01,0.46,50524,0,0.0,0.0,0.16,1680,3616,38,0,0
mix057_power.oepc_pso.oepc_rmo.oepc.i , 0,0.01,0.0,0.52,18832,0,0.46,0.01,0.47,50524,0,0.0,0.0,0.16,1760,3556,80,0,0
mix057_power.opt_pso.opt_rmo.opt_tso.oepc_tso.opt.i , 0,0.01,0.0,0.52,19052,0,0.44,0.02,0.46,50532,0,0.0,0.0,0.16,1776,3552,50,0,0
nondet-array-1.i , 0,0.01,0.0,0.13,19100,0,0.43,0.01,0.57,49808,0,0.0,0.0,0.16,1592,3292,0,0,0
nondet-array-2.i , 0,0.0,0.0,0.13,19024,0,0.42,0.02,0.57,49808,0,0.0,0.0,0.16,1584,3284,0,0,0
nondet-loop-bound-1.i , 0,0.01,0.0,0.13,19076,0,0.43,0.01,0.57,50260,0,0.0,0.0,0.16,1576,3360,3,0,0
nondet-loop-bound-2.i , 0,0.0,0.0,0.13,18992,0,0.43,0.01,0.57,50264,0,0.0,0.0,0.16,1700,3356,3,0,0
nondet-loop-bound-variant-1.i , 0,0.01,0.0,0.13,18964,0,0.43,0.02,0.57,50260,0,0.0,0.0,0.16,1612,3452,3,0,0
nondet-loop-bound-variant-2.i , 0,0.0,0.0,0.13,19060,0,0.43,0.02,0.57,50256,0,0.0,0.0,0.16,1576,3360,3,0,0
peterson-b.i , 1,0.0,0.0,0.52,19312,4,0.45,0.01,0.46,50512,8,0.0,0.0,0.04,1768,3460,12,0,0
peterson.i , 0,0.0,0.01,0.01,18724,0,0.45,0.01,0.47,49816,0,0.0,0.0,0.04,1784,3504,38,0,0
pthread-demo-datarace-1.i , 0,0.0,0.01,0.01,18720,0,0.45,0.02,0.47,50252,0,0.0,0.0,0.04,1756,3396,145,0,0
pthread-demo-datarace-2.i , 1,0.0,0.0,0.64,20332,4,0.45,0.02,0.6,50252,8,0.0,0.0,0.16,1772,3628,26,0,0
pthread-demo-datarace-3.i , 0,0.0,0.01,0.01,18836,2,0.45,0.02,0.6,50252,0,0.0,0.0,0.16,1832,3504,184,0,0
pthread-finding-k-matches.i , 0,0.0,0.0,0.01,18392,0,0.45,0.02,0.6,49828,0,0.0,0.0,0.04,1624,11188,1006,0,0
pthread-numerical-integration.i , 0,0.01,0.0,0.13,19384,0,0.44,0.01,0.58,50248,0,0.0,0.0,0.16,1612,3424,4,0,0
queue.i , 0,0.0,0.0,0.01,18892,0,0.46,0.01,0.47,50252,0,0.0,0.0,0.04,1752,3528,147,0,0
queue_longer.i , 0,0.01,0.0,0.01,18896,0,0.46,0.02,0.48,50236,0,0.0,0.0,0.04,1792,3624,2451,0,0
queue_longest.i , 0,0.01,0.0,0.01,19156,0,0.47,0.01,0.49,50240,0,0.0,0.0,0.04,1728,4080,5247,568,1
queue_ok.i , 0,0.0,0.0,0.01,18892,0,0.45,0.02,0.47,50276,0,0.0,0.0,0.04,1756,3500,17,0,0
queue_ok_longer.i , 0,0.0,0.0,0.01,18792,0,0.45,0.02,0.47,50248,0,0.0,0.0,0.04,1788,3404,17,0,0
queue_ok_longest.i , 0,0.0,0.0,0.01,18840,0,0.45,0.02,0.48,50248,0,0.0,0.0,0.04,1760,3648,17,0,0
qw2004-1.i , 0,0.0,0.0,0.51,18980,0,0.44,0.02,0.46,50516,0,0.0,0.0,0.04,1768,3384,14,0,0
qw2004-2.i , 0,0.0,0.01,0.52,18840,0,0.44,0.02,0.46,49812,0,0.0,0.0,0.04,1584,3320,19,0,0
qw2004-2b.i , 0,0.0,0.0,0.51,18848,0,0.44,0.02,0.47,50236,0,0.0,0.0,0.04,1620,3572,21,0,0
qw2004_variant.i , 0,0.01,0.0,1.53,18992,0,0.45,0.02,0.47,50516,0,0.0,0.0,0.04,1820,3476,50,0,0
reorder_2-2.i , 1,0.01,0.0,0.52,19400,4,0.44,0.02,0.47,50532,6,0.0,0.0,0.04,1788,3360,29,0,0
reorder_2.i , 1,0.0,0.0,0.51,19276,4,0.44,0.03,0.47,50524,6,0.0,0.0,0.04,1780,3428,29,0,0
reorder_5-2.i , 2,0.0,0.01,0.52,19144,4,0.46,0.0,0.47,50520,8,0.0,0.0,0.04,1796,3432,35,0,0
reorder_5.i , 2,0.0,0.01,0.53,19408,4,0.44,0.02,0.47,50236,8,0.0,0.0,0.04,1804,3496,35,0,0
reorder_c11_bad-10.i , 2,0.0,0.01,0.52,19420,2,0.45,0.02,0.47,50508,2,0.0,0.0,0.04,1808,3612,110,0,0
reorder_c11_bad-20.i , 2,0.01,0.0,0.52,19224,2,0.45,0.02,0.47,50508,2,0.0,0.0,0.04,1904,3760,210,0,0
reorder_c11_bad-30.i , 2,0.0,0.01,0.52,19304,2,0.45,0.03,0.48,50508,2,0.0,0.0,0.04,1976,4016,310,0,0
reorder_c11_bad-40.i , 2,0.0,0.0,0.52,19504,2,0.46,0.02,0.48,50508,2,0.0,0.0,0.04,2072,4200,410,0,0
reorder_c11_bad-50.i , 2,0.0,0.02,0.52,19684,2,0.46,0.02,0.48,50508,2,0.0,0.0,0.04,2156,4368,510,0,0
reorder_c11_good-10.i , 0,0.0,0.0,0.01,18892,0,0.45,0.02,0.47,50248,0,0.0,0.0,0.04,1856,3508,88,0,0
reorder_c11_good-20.i , 0,0.0,0.0,0.01,19080,0,0.46,0.02,0.48,50252,0,0.0,0.0,0.04,1924,3776,168,0,0
reorder_c11_good-30.i , 0,0.01,0.0,0.01,19188,0,0.46,0.02,0.48,50256,0,0.0,0.0,0.04,2044,3944,248,0,0
reorder_c11_good-40.i , 0,0.0,0.01,0.01,19368,0,0.45,0.03,0.48,50252,0,0.0,0.0,0.04,2072,4164,328,0,0
reorder_c11_good-50.i , 0,0.0,0.01,0.01,19372,0,0.45,0.03,0.49,50252,0,0.0,0.0,0.04,2156,4416,408,0,0
rfi000_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.01,0.51,19048,0,0.43,0.03,0.46,50532,0,0.0,0.0,0.16,1724,3424,36,0,0
rfi000_power.opt_pso.opt_rmo.opt.i , 0,0.0,0.01,0.52,18984,0,0.43,0.03,0.47,50264,0,0.0,0.0,0.16,1772,3416,26,0,0
rfi000_tso.i , 0,0.0,0.0,0.52,18988,0,0.44,0.02,0.46,50532,0,0.0,0.0,0.16,1760,3512,26,0,0
rfi001_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.0,0.13,19876,0,0.45,0.02,0.47,50264,0,0.0,0.0,0.16,1668,3420,36,0,0
rfi001_power.opt_pso.opt_rmo.opt_tso.oepc_tso.opt.i , 0,0.0,0.01,0.52,18976,0,0.44,0.02,0.47,50256,0,0.0,0.0,0.16,1792,3420,26,0,0
rfi002_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.01,0.0,0.51,18864,0,0.44,0.02,0.47,50260,0,0.0,0.0,0.16,1764,3428,46,0,0
rfi002_tso.i , 0,0.0,0.0,0.52,18872,0,0.44,0.02,0.46,50268,0,0.0,0.0,0.16,1748,3332,46,0,0
rfi003_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18944,0,0.44,0.02,0.47,50516,0,0.0,0.0,0.16,1780,3424,30,0,0
rfi003_tso.i , 0,0.0,0.01,0.52,19008,0,0.45,0.01,0.47,50524,0,0.0,0.0,0.16,1812,3420,37,0,0
rfi004.i , 0,0.0,0.01,0.52,18856,0,0.44,0.02,0.47,50516,0,0.0,0.0,0.16,1732,3668,30,0,0
rfi005.i , 0,0.0,0.01,0.13,19672,0,0.45,0.02,0.6,50236,TO,None,None,None,None,None,None,None,None
rfi006_power.oepc.i , 0,0.0,0.01,0.52,19040,0,0.45,0.02,0.47,50264,0,0.0,0.0,0.16,1796,3500,61,0,0
rfi006_power.opt.i , 0,0.0,0.01,0.52,18964,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1764,3504,61,0,0
rfi006_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.13,19704,0,0.44,0.02,0.46,50516,0,0.0,0.0,0.16,1772,3500,74,0,0
rfi006_rmo.i , 0,0.0,0.01,0.51,18892,0,0.44,0.02,0.46,50532,0,0.0,0.0,0.16,1776,3536,56,0,0
rfi007_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.01,0.52,18872,0,0.44,0.02,0.47,50268,0,0.0,0.0,0.16,1732,3488,36,0,0
rfi007_tso.i , 0,0.0,0.01,0.51,18984,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1796,3488,26,0,0
rfi008.oepc.i , 0,0.0,0.0,0.52,19004,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1772,3420,51,0,0
rfi008.opt.i , 0,0.0,0.01,0.52,18948,0,0.44,0.02,0.46,50268,0,0.0,0.0,0.16,1736,3420,32,0,0
rfi009_power.oepc.i , 0,0.0,0.0,0.51,19068,0,0.44,0.02,0.47,50256,0,0.0,0.0,0.16,1912,3428,62,0,0
rfi009_power.opt_pso.oepc_pso.opt_rmo.opt_tso.oepc_tso.opt.i , 0,0.0,0.01,0.52,18812,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1732,3544,76,0,0
rfi009_rmo.oepc.i , 0,0.0,0.01,0.52,18928,0,0.44,0.02,0.47,50256,0,0.0,0.0,0.16,1752,3432,57,0,0
rfi010.i , 0,0.0,0.01,0.52,19004,0,0.43,0.03,0.46,50268,0,0.0,0.0,0.16,1908,3428,30,0,0
ring_1w1r-1.i , 0,0.01,0.0,0.13,19544,0,0.46,0.01,0.6,49572,376,0.0,0.0,0.16,1708,3512,608,0,0
ring_1w1r-2.i , 6,0.52,0.0,0.52,19068,TO,None,None,None,None,296,0.0,0.0,0.04,1772,3468,621,0,0
ring_2w1r-1.i , 6,0.52,0.01,0.53,19320,TO,None,None,None,None,4896,0.0,0.0,0.04,1760,3608,1356,0,0
ring_2w1r-2.i , 5,0.52,0.0,0.65,20256,TO,None,None,None,None,7456,0.0,0.0,0.04,1732,3536,2386,0,0
safe000_power.oepc.i , 0,0.01,0.0,0.52,19004,0,0.45,0.01,0.46,50244,0,0.0,0.0,0.16,1796,3500,56,0,0
safe000_power.opt.i , 0,0.0,0.0,0.52,18880,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1816,3684,76,0,0
safe000_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18948,0,0.45,0.01,0.46,50244,0,0.0,0.0,0.16,1668,3484,32,0,0
safe000_rmo.i , 0,0.0,0.01,0.51,19072,0,0.45,0.02,0.47,50260,0,0.0,0.0,0.16,1840,3688,51,0,0
safe001_power.oepc.i , 0,0.0,0.01,0.52,19112,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1688,3524,27,0,0
safe001_power.opt_pso.oepc_pso.opt_rmo.opt.i , 0,0.0,0.0,0.52,19060,0,0.46,0.0,0.47,50532,0,0.0,0.0,0.16,1768,3428,59,0,0
safe001_rmo.oepc.i , 0,0.0,0.0,0.51,18912,0,0.44,0.02,0.46,50528,0,0.0,0.0,0.16,1748,3608,50,0,0
safe001_tso.i , 0,0.0,0.0,0.52,18820,0,0.43,0.03,0.47,50244,0,0.0,0.0,0.16,1764,3420,31,0,0
safe002_power.oepc.i , 0,0.0,0.0,0.52,19012,0,0.44,0.02,0.47,50240,0,0.0,0.0,0.16,1840,3436,56,0,0
safe002_power.opt_pso.oepc_pso.opt_rmo.opt.i , 0,0.0,0.0,0.52,18872,0,0.45,0.01,0.47,50268,0,0.0,0.0,0.16,1800,3492,61,0,0
safe002_rmo.oepc.i , 0,0.0,0.01,0.52,19020,0,0.43,0.03,0.46,50532,0,0.0,0.0,0.16,1744,3524,51,0,0
safe002_tso.i , 0,0.0,0.0,0.52,18888,0,0.43,0.03,0.47,50248,0,0.0,0.0,0.16,1788,3420,32,0,0
safe003_power.oepc_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.01,0.0,0.52,18812,0,0.45,0.01,0.47,50512,0,0.0,0.0,0.16,1772,3500,59,0,0
safe003_power.opt.i , 0,0.0,0.0,0.52,18868,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1796,3688,75,0,0
safe003_tso.i , 0,0.0,0.01,0.52,19012,0,0.45,0.01,0.46,50244,0,0.0,0.0,0.16,1848,3412,31,0,0
safe004_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.01,0.52,18956,0,0.43,0.03,0.47,50520,0,0.0,0.0,0.16,1792,3500,58,0,0
safe004_power.opt_pso.opt_rmo.opt.i , 0,0.0,0.0,0.51,19056,0,0.45,0.01,0.47,50528,0,0.0,0.0,0.16,1796,3368,58,0,0
safe004_tso.i , 0,0.0,0.01,0.52,19068,0,0.44,0.02,0.47,50244,0,0.0,0.0,0.16,1816,3476,30,0,0
